mouse_id,genotype,session_id,seg_id,model,nll,aic,bic
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning with stickiness,52.374440884764,112.748881769528,122.748120450849
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,q-learning dual-alpha with stickiness,49.7778183576315,109.555636715263,122.054685066914
494,NL3,2,494__MOUSE PRL 7 to Reversal__2__NL3__0.8,hmm,53.5732826006794,127.146565201359,152.144661904661
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,random,62.1830978380636,126.366195676127,128.866005346458
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,wsls,57.9477056595222,119.895411319044,124.895030659705
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning,55.2045343947759,114.409068789552,119.408688130212
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,assymetric q-learning,55.0426782619195,116.085356523839,123.58478553483
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning with stickiness,52.8555731560796,113.711146312159,123.71038499348
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,q-learning dual-alpha with stickiness,52.733542321954,115.467084643908,127.966132995559
494,NL3,3,494__MOUSE PRL 7 to Reversal__3__NL3__0.8,hmm,54.8294356234999,129.658871247,154.656967950302
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,random,62.2943280743479,126.588656148696,129.088465819026
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,wsls,49.3904745713885,102.780949142777,107.780568483437
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning,52.9648420074352,109.92968401487,114.929303355531
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,assymetric q-learning,52.8982212247142,111.796442449428,119.295871460419
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning with stickiness,46.269222857961,100.538445715922,110.537684397243
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,q-learning dual-alpha with stickiness,45.6826758278996,101.365351655799,113.864400007451
495,WT,1,495__MOUSE PRL 7 to Reversal__1__WT__0.8,hmm,52.6848047713417,125.369609542683,150.367706245986
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,random,62.2943280743479,126.588656148696,129.088465819026
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,wsls,52.2832244814867,108.566448962973,113.566068303634
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning,56.0286924506107,116.057384901221,121.057004241882
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,assymetric q-learning,55.524047618622,117.048095237244,124.547524248235
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning with stickiness,50.7134515317882,109.426903063576,119.426141744898
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,q-learning dual-alpha with stickiness,50.3234768619898,110.64695372398,123.146002075631
495,WT,2,495__MOUSE PRL 7 to Reversal__2__WT__0.8,hmm,53.3368295143255,126.673659028651,151.671755731954
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,random,62.1830978380636,126.366195676127,128.866005346458
495,WT,3,495__MOUSE PRL 7 to Reversal__3__WT__0.8,wsls,47.9744542470183,99.9489084940366,104.948527834697
