mouse_id,genotype,session_id,seg_id,p_right
565,WT,6,565__MOUSE DRL__6__WT__1,0.444444444444444
565,WT,7,565__MOUSE DRL__7__WT__1,0.5
565,WT,8,565__MOUSE DRL__8__WT__1,0.477777777777778
565,WT,9,565__MOUSE DRL__9__WT__1,0.511111111111111
566,NL3,10,566__MOUSE DRL__10__NL3__1,0.544444444444444
566,NL3,11,566__MOUSE DRL__11__NL3__1,0.555555555555556
566,NL3,12,566__MOUSE DRL__12__NL3__1,0.5
566,NL3,13,566__MOUSE DRL__13__NL3__1,0.533333333333333
566,NL3,1,566__MOUSE DRL__1__NL3__1,0.477777777777778
566,NL3,2,566__MOUSE DRL__2__NL3__1,0.588888888888889
566,NL3,3,566__MOUSE DRL__3__NL3__1,0.433333333333333
566,NL3,4,566__MOUSE DRL__4__NL3__1,0.466666666666667
566,NL3,5,566__MOUSE DRL__5__NL3__1,0.555555555555556
566,NL3,6,566__MOUSE DRL__6__NL3__1,0.544444444444444
566,NL3,7,566__MOUSE DRL__7__NL3__1,0.555555555555556
566,NL3,8,566__MOUSE DRL__8__NL3__1,0.544444444444444
566,NL3,9,566__MOUSE DRL__9__NL3__1,0.566666666666667
567,NL3,10,567__MOUSE DRL__10__NL3__1,0.411111111111111
567,NL3,11,567__MOUSE DRL__11__NL3__1,0.555555555555556
567,NL3,12,567__MOUSE DRL__12__NL3__1,0.566666666666667
567,NL3,13,567__MOUSE DRL__13__NL3__1,0.488888888888889
567,NL3,14,567__MOUSE DRL__14__NL3__1,0.466666666666667
567,NL3,15,567__MOUSE DRL__15__NL3__1,0.466666666666667
567,NL3,1,567__MOUSE DRL__1__NL3__1,0.622222222222222
567,NL3,2,567__MOUSE DRL__2__NL3__1,0.611111111111111
567,NL3,3,567__MOUSE DRL__3__NL3__1,0.633333333333333
567,NL3,4,567__MOUSE DRL__4__NL3__1,0.388888888888889
567,NL3,5,567__MOUSE DRL__5__NL3__1,0.488888888888889
567,NL3,6,567__MOUSE DRL__6__NL3__1,0.466666666666667
567,NL3,7,567__MOUSE DRL__7__NL3__1,0.488888888888889
567,NL3,8,567__MOUSE DRL__8__NL3__1,0.577777777777778
567,NL3,9,567__MOUSE DRL__9__NL3__1,0.488888888888889
568,WT,10,568__MOUSE DRL__10__WT__1,0.511111111111111
568,WT,11,568__MOUSE DRL__11__WT__1,0.566666666666667
568,WT,12,568__MOUSE DRL__12__WT__1,0.5
568,WT,1,568__MOUSE DRL__1__WT__1,0.511111111111111
568,WT,2,568__MOUSE DRL__2__WT__1,0.266666666666667
568,WT,3,568__MOUSE DRL__3__WT__1,0.422222222222222
568,WT,4,568__MOUSE DRL__4__WT__1,0.488636363636364
568,WT,5,568__MOUSE DRL__5__WT__1,0.433333333333333
568,WT,6,568__MOUSE DRL__6__WT__1,0.522222222222222
568,WT,7,568__MOUSE DRL__7__WT__1,0.411111111111111
568,WT,8,568__MOUSE DRL__8__WT__1,0.522222222222222
568,WT,9,568__MOUSE DRL__9__WT__1,0.488888888888889
